,geoid,NAME,min_max_ex,min_max_sens,min_max_ac,vul_score_mulpi,vul_score_add
78,36047026200,"Census Tract 262, Kings County, New York",0.035262851,0.453001349,0.400613911,0.0018473304047744,0.0876502886138571
79,36047026300,"Census Tract 263, Kings County, New York",0.062272004,0.606849697,,0.0377897469063412,0.6691217013555175
80,36047026400,"Census Tract 264, Kings County, New York",0.051093888,0.451423874,0.339926589,0.0056968298308782,0.1625911732891287
81,36047026600,"Census Tract 266, Kings County, New York",0.048232019,0.433069342,0.198457847,0.0113157860380994,0.2828435136300588
82,36047026700,"Census Tract 267, Kings County, New York",0.036134207,0.590047118,0.252841009,0.0121846752475296,0.3733403163106134
83,36047026800,"Census Tract 268, Kings County, New York",0.057837098,0.482700787,,0.0279180126768635,0.5405378844919007
84,36047026900,"Census Tract 269, Kings County, New York",0.032885909,0.658282885,0.375651181,0.0092946005604877,0.3155176133139644
85,36047027000,"Census Tract 270, Kings County, New York",0.049173624,0.463264721,,0.0227804051577939,0.5124383448307009
86,36047027200,"Census Tract 272, Kings County, New York",0.041056525,0.494039598,,0.0202835490712475,0.5350961224746315
87,36047027300,"Census Tract 273, Kings County, New York",0.04066922,0.642789305,0.365612031,0.01127258358062,0.317846493883057
88,36047027400,"Census Tract 274, Kings County, New York",0.031852165,0.462027413,0.276109541,0.0059218867951503,0.2177700373277907
89,36047027600,"Census Tract 276, Kings County, New York",0.046272801,0.436481238,0.386703185,0.0023033698960239,0.0960508530641848
90,36047027800,"Census Tract 278, Kings County, New York",0.042249266,0.453976977,0.400570371,0.0022563899123252,0.095655872169046
91,36047027900,"Census Tract 279, Kings County, New York",0.034171152,0.633827228,,0.0216586065621761,0.6679983795574755
92,36047028400,"Census Tract 284, Kings County, New York",0.0385664,0.451852116,0.377695577,0.002859950712044,0.1127229383237092
93,36047028501,"Census Tract 285.01, Kings County, New York",0.024410338,0.585387703,0.458139774,0.0031061649628991,0.1516582670297789
94,36047028800,"Census Tract 288, Kings County, New York",0.043800163,0.492835158,0.383048136,0.0048086894393155,0.153587185117892
95,36047029100,"Census Tract 291, Kings County, New York",0.02640442,0.567437908,0.206844632,0.0095212562235445,0.3869976956949209
96,36047029300,"Census Tract 293, Kings County, New York",0.061629789,0.648279135,,0.0399533061287552,0.7099089239905438
97,36047029800,"Census Tract 298, Kings County, New York",0.044377427,0.471958154,0.314156778,0.0070028190157658,0.20217880303728
98,36047030000,"Census Tract 300, Kings County, New York",0.046964201,0.518915527,0.390290866,0.0060407544727748,0.175588862417824
99,36047030900,"Census Tract 309, Kings County, New York",0.052688101,0.69076704,0.261652296,0.0226092410727236,0.4818028447218614
100,36047031701,"Census Tract 317.01, Kings County, New York",0.027280792,0.549287657,0.356699394,0.0052539603497563,0.219869055114903
101,36047032900,"Census Tract 329, Kings County, New York",0.057203371,0.651006255,0.381651495,0.0154080001971617,0.3265581309025626
102,36047033100,"Census Tract 331, Kings County, New York",0.059933736,0.579225435,0.19891459,0.0227934499237042,0.4402445816026746
103,36047033700,"Census Tract 337, Kings County, New York",0.045486588,0.561828585,0.434985933,0.0057696394569323,0.1723292399186153
104,36047033900,"Census Tract 339, Kings County, New York",0.062184677,0.70350173,0.346963521,0.0221712133331412,0.4187228852458758
105,36047034100,"Census Tract 341, Kings County, New York",0.048602432,0.63906816,0.274738509,0.0177073070480247,0.4129320830336551
106,36047034200,"Census Tract 342, Kings County, New York",0.162048296,0.700451832,,0.1135070253839267,0.8625001270242019
107,36047038800,"Census Tract 388, Kings County, New York",0.036153831,0.51203369,0.242799364,0.0097338523078955,0.3053881565144118
108,36047039600,"Census Tract 396, Kings County, New York",0.034406546,0.444973953,0.334594515,0.0037977752107893,0.1447859836229021
109,36047039700,"Census Tract 397, Kings County, New York",0.056039984,0.645633347,0.438814549,0.0115901220901298,0.2628587818019591
110,36047039900,"Census Tract 399, Kings County, New York",0.047982141,0.543699742,0.361984077,0.0087191065599966,0.2296978052452465
111,36047040100,"Census Tract 401, Kings County, New York",0.043800163,0.590402101,0.359868309,0.0100974175553685,0.2743339540582387
112,36047040400,"Census Tract 404, Kings County, New York",0.033074248,0.467285273,0.289882257,0.005867471373488,0.2104772641940375
113,36047040600,"Census Tract 406, Kings County, New York",0.046601985,0.52790267,0.318863305,0.0097416493295859,0.2556413501083336
114,36047040800,"Census Tract 408, Kings County, New York",0.026577464,0.480040644,0.353026185,0.0033757222577591,0.1535919234732125
115,36047041300,"Census Tract 413, Kings County, New York",0.036630388,0.561559718,0.219386123,0.0125339515913873,0.3788039833567175
116,36047041401,"Census Tract 414.01, Kings County, New York",0.033581508,0.492612216,0.390431804,0.0034313723290943,0.1357619200000624
117,36047041500,"Census Tract 415, Kings County, New York",0.035802256,0.58530356,,0.0209551878147496,0.6211058155518322
118,36047041700,"Census Tract 417, Kings County, New York",0.11484044,0.588073952,0.258436912,0.0378556626767824,0.4444774797916297
119,36047041800,"Census Tract 418, Kings County, New York",0.056264109,0.534160487,,0.0300540637078503,0.5904245957675717
120,36047041900,"Census Tract 419, Kings County, New York",0.042544288,0.594364073,0.316554665,0.0118192035651802,0.3203536959225233
121,36047042000,"Census Tract 420, Kings County, New York",0.03459205,0.496327406,,0.0171689823211472,0.5309194561526291
122,36047042100,"Census Tract 421, Kings County, New York",0.04849421,0.552563198,0.393117535,0.0077321914583595,0.2079398731561436
123,36047042600,"Census Tract 426, Kings County, New York",0.050186498,0.494692086,0.405369416,0.0044827919637941,0.1395091675905481
124,36047042800,"Census Tract 428, Kings County, New York",0.039089993,0.486152077,0.298960545,0.0073173157872767,0.2262815259902436
125,36047042900,"Census Tract 429, Kings County, New York",0.049916803,0.576182581,0.299189423,0.0138266129938132,0.3269099613018644
126,36047043000,"Census Tract 430, Kings County, New York",0.06954692,0.500379235,0.333245492,0.011623637047929,0.2366806628135752
127,36047043100,"Census Tract 431, Kings County, New York",0.042336431,0.615970472,0.424196104,0.0081190423776858,0.2341107997581091
